chemical	alias	source
CIDm00003517	CIDs00003517	DrugBank	DB00629
CIDm00002088	CIDs00002088	DrugBank	DB00630
CIDm00119182	CIDs00119182	DrugBank	DB00631
CIDm00012620	CIDs00012620	DrugBank	DB00632
CIDm00060612	CIDs05311068	DrugBank	DB00633
CIDm00005320	CIDs00005320	DrugBank	DB00634
CIDm00004900	CIDs00005865	DrugBank	DB00635
CIDm00002796	CIDs00002796	DrugBank	DB00636
CIDm00002247	CIDs00002247	DrugBank	DB00637
CIDm00024763	CIDs00024763	DrugBank	DB00638
CIDm00047471	CIDs00047471	DrugBank	DB00639
CIDm00000191	CIDs00060961	DrugBank	DB00640
CIDm00054454	CIDs00054454	DrugBank	DB00641
CIDm00060843	CIDs00060843	DrugBank	DB00642
CIDm00004030	CIDs00004030	DrugBank	DB00643
CIDm00036523	CIDs00036523	DrugBank	DB00644
CIDm00003180	CIDs00003180	DrugBank	DB00645
CIDm00441086	CIDs11953884	DrugBank	DB00646
CIDm00010100	CIDs00010100	DrugBank	DB00647
CIDm00004211	CIDs00004211	DrugBank	DB00648
CIDm00005155	CIDs00018283	DrugBank	DB00649
CIDm00000143	CIDs00149436	DrugBank	DB00650
CIDm00003182	CIDs00003182	DrugBank	DB00651
CIDm00004736	CIDs00441277	DrugBank	DB00652
CIDm00024083	CIDs00024083	DrugBank	DB00653
CIDm00003890	CIDs05311221	DrugBank	DB00654
CIDm00000698	CIDs00005870	DrugBank	DB00655
CIDm00005533	CIDs00005533	DrugBank	DB00656
CIDm00004032	CIDs00004032	DrugBank	DB00657
CIDm03085017	CIDs03085017	DrugBank	DB00658
CIDm00071158	CIDs00071158	DrugBank	DB00659
CIDm00015459	CIDs00015459	DrugBank	DB00660
CIDm00002520	CIDs00002520	DrugBank	DB00661
CIDm00005577	CIDs00005577	DrugBank	DB00662
CIDm00003376	CIDs00443980	DrugBank	DB00663
CIDm00009047	CIDs00009047	DrugBank	DB00664
CIDm00004493	CIDs00004493	DrugBank	DB00665
CIDm25077405	CIDs25077649	DrugBank	DB00666
CIDm00000774	CIDs00000774	DrugBank	DB00667
CIDm00000838	CIDs00005815	DrugBank	DB00668
CIDm00005358	CIDs00005358	DrugBank	DB00669
CIDm00004848	CIDs00004848	DrugBank	DB00670
CIDm00002675	CIDs05362065	DrugBank	DB00671
CIDm00002727	CIDs00002727	DrugBank	DB00672
CIDm00151165	CIDs06918365	DrugBank	DB00673
CIDm00003449	CIDs00009651	DrugBank	DB00674
CIDm00005376	CIDs02733525	DrugBank	DB00675
CIDm00002345	CIDs00002345	DrugBank	DB00676
CIDm00005936	CIDs00005936	DrugBank	DB00677
CIDm00003961	CIDs00003961	DrugBank	DB00678
CIDm00005452	CIDs00005452	DrugBank	DB00679
CIDm00034632	CIDs00034632	DrugBank	DB00680
CIDm00001972	CIDs05280965	DrugBank	DB00681
CIDm05001396	CIDs05001396	DrugBank	DB00682
CIDm00004192	CIDs00004192	DrugBank	DB00683
CIDm00005496	CIDs00036294	DrugBank	DB00684
CIDm00062959	CIDs00062959	DrugBank	DB00685
CIDm00037720	CIDs00037720	DrugBank	DB00686
CIDm00031378	CIDs00031378	DrugBank	DB00687
CIDm00004271	CIDs05281078	DrugBank	DB00688
CIDm00019150	CIDs00019150	DrugBank	DB00689
CIDm00003393	CIDs00003393	DrugBank	DB00690
CIDm00054889	CIDs00054889	DrugBank	DB00691
CIDm00005775	CIDs00005775	DrugBank	DB00692
CIDm00016850	CIDs00016850	DrugBank	DB00693
CIDm00002958	CIDs00030323	DrugBank	DB00694
CIDm00003440	CIDs00003440	DrugBank	DB00695
CIDm00003251	CIDs00008223	DrugBank	DB00696
CIDm00005487	CIDs00005487	DrugBank	DB00697
CIDm00004509	CIDs05353830	DrugBank	DB00698
CIDm00004475	CIDs00034040	DrugBank	DB00699
CIDm00150310	CIDs00443872	DrugBank	DB00700
CIDm00002177	CIDs00065016	DrugBank	DB00701
CIDm00001798	CIDs00004100	DrugBank	DB00703
CIDm00004428	CIDs05360515	DrugBank	DB00704
CIDm00005625	CIDs00005625	DrugBank	DB00705
CIDm00060146	CIDs00129211	DrugBank	DB00706
CIDm00041693	CIDs00041693	DrugBank	DB00708
CIDm00003877	CIDs00060825	DrugBank	DB00709
CIDm00060852	CIDs00060852	DrugBank	DB00710
CIDm00003052	CIDs00003052	DrugBank	DB00711
CIDm00003394	CIDs00003394	DrugBank	DB00712
CIDm00004607	CIDs00006196	DrugBank	DB00713
CIDm00002215	CIDs00006005	DrugBank	DB00714
CIDm00004691	CIDs00043815	DrugBank	DB00715
CIDm00050294	CIDs00050294	DrugBank	DB00716
CIDm00004536	CIDs00006230	DrugBank	DB00717
CIDm00060871	CIDs00060871	DrugBank	DB00718
CIDm00019861	CIDs00019861	DrugBank	DB00719
CIDm00025419	CIDs00025419	DrugBank	DB00720
CIDm00004914	CIDs00004914	DrugBank	DB00721
CIDm00003937	CIDs05362118	DrugBank	DB00722
CIDm00006081	CIDs00006081	DrugBank	DB00723
CIDm00057469	CIDs00057469	DrugBank	DB00724
CIDm00003622	CIDs00003622	DrugBank	DB00725
CIDm00005584	CIDs00005584	DrugBank	DB00726
CIDm00004510	CIDs00004510	DrugBank	DB00727
CIDm00060695	CIDs00441290	DrugBank	DB00728
CIDm00006126	CIDs00006126	DrugBank	DB00729
CIDm00005430	CIDs00005430	DrugBank	DB00730
CIDm00004443	CIDs05311309	DrugBank	DB00731
CIDm00047319	CIDs00047319	DrugBank	DB00732
CIDm05353894	CIDs05353894	DrugBank	DB00733
CIDm00005073	CIDs00005073	DrugBank	DB00734
CIDm00047640	CIDs00047640	DrugBank	DB00735
CIDm00004594	CIDs09579578	DrugBank	DB00736
CIDm00004034	CIDs00004034	DrugBank	DB00737
CIDm00004735	CIDs00004735	DrugBank	DB00738
CIDm00003595	CIDs00443387	DrugBank	DB00739
CIDm00005070	CIDs00005070	DrugBank	DB00740
CIDm00003640	CIDs00005754	DrugBank	DB00741
CIDm00000453	CIDs00006251	DrugBank	DB00742
CIDm00197281	CIDs06918204	DrugBank	DB00743
CIDm00060490	CIDs00060490	DrugBank	DB00744
CIDm00004236	CIDs00004236	DrugBank	DB00745
CIDm00002973	CIDs00002973	DrugBank	DB00746
CIDm00005184	CIDs03000322	DrugBank	DB00747
CIDm00002564	CIDs00002564	DrugBank	DB00748
CIDm00003308	CIDs00003308	DrugBank	DB00749
CIDm00004906	CIDs00004906	DrugBank	DB00750
CIDm00003241	CIDs00003241	DrugBank	DB00751
CIDm00005530	CIDs00441233	DrugBank	DB00752
CIDm00003763	CIDs00003763	DrugBank	DB00753
CIDm00003292	CIDs00003292	DrugBank	DB00754
CIDm00005538	CIDs00005538	DrugBank	DB00755
CIDm00003598	CIDs00003598	DrugBank	DB00756
CIDm00003148	CIDs00060653	DrugBank	DB00757
CIDm00002806	CIDs00060606	DrugBank	DB00758
CIDm25880664	CIDs27885548	DrugBank	DB00759
CIDm00060706	CIDs00441129	DrugBank	DB00760
CIDm00004873	CIDs00004873	DrugBank	DB00761
CIDm00003750	CIDs00060837	DrugBank	DB00762
CIDm01349907	CIDs01349907	DrugBank	DB00763
CIDm00123620	CIDs00441335	DrugBank	DB00764
CIDm00003125	CIDs00441350	DrugBank	DB00765
CIDm00002172	CIDs05280980	DrugBank	DB00766
CIDm00002342	CIDs00002342	DrugBank	DB00767
CIDm00060864	CIDs05281071	DrugBank	DB00768
CIDm00031312	CIDs00031312	DrugBank	DB00769
CIDm00000214	CIDs00149351	DrugBank	DB00770
CIDm00002784	CIDs00002784	DrugBank	DB00771
CIDm00004004	CIDs00004004	DrugBank	DB00772
CIDm00003310	CIDs00036462	DrugBank	DB00773
CIDm00003647	CIDs00003647	DrugBank	DB00774
CIDm00005486	CIDs00060946	DrugBank	DB00775
CIDm00034312	CIDs00034312	DrugBank	DB00776
CIDm00004940	CIDs00004940	DrugBank	DB00777
CIDm00005106	CIDs06915744	DrugBank	DB00778
CIDm00004421	CIDs00004421	DrugBank	DB00779
CIDm00003675	CIDs00003675	DrugBank	DB00780
CIDm00004868	CIDs00004868	DrugBank	DB00781
CIDm00004934	CIDs00004934	DrugBank	DB00782
CIDm00000450	CIDs00005757	DrugBank	DB00783
CIDm00004044	CIDs00004044	DrugBank	DB00784
CIDm00119031	CIDs00119031	DrugBank	DB00786
CIDm00002022	CIDs00002022	DrugBank	DB00787
CIDm00001301	CIDs00156391	DrugBank	DB00788
CIDm00055466	CIDs00055466	DrugBank	DB00789
CIDm00060184	CIDs00107807	DrugBank	DB00790
CIDm00006194	CIDs00006194	DrugBank	DB00791
CIDm00005587	CIDs00005587	DrugBank	DB00792
CIDm00003561	CIDs00003561	DrugBank	DB00793
CIDm00004909	CIDs00004909	DrugBank	DB00794
CIDm05353980	CIDs05359476	DrugBank	DB00795
CIDm00002541	CIDs00002541	DrugBank	DB00796
CIDm00005504	CIDs00005504	DrugBank	DB00797
CIDm00003467	CIDs00003467	DrugBank	DB00798
CIDm00005381	CIDs00005381	DrugBank	DB00799
CIDm00003340	CIDs00003340	DrugBank	DB00800
CIDm00031640	CIDs00031640	DrugBank	DB00801
CIDm00051263	CIDs00051263	DrugBank	DB00802
CIDm05311054	CIDs05311054	DrugBank	DB00803
CIDm00003042	CIDs00003042	DrugBank	DB00804
CIDm00004199	CIDs00004199	DrugBank	DB00805
CIDm00004740	CIDs00004740	DrugBank	DB00806
CIDm00004935	CIDs00004935	DrugBank	DB00807
CIDm00003702	CIDs00003702	DrugBank	DB00808
CIDm00005593	CIDs00005593	DrugBank	DB00809
CIDm00002381	CIDs00002381	DrugBank	DB00810
CIDm00005064	CIDs00037542	DrugBank	DB00811
CIDm00004781	CIDs00004781	DrugBank	DB00812
CIDm00003345	CIDs00003345	DrugBank	DB00813
CIDm00004051	CIDs00004051	DrugBank	DB00814
CIDm00008778	CIDs00008778	DrugBank	DB00815
CIDm00004086	CIDs00004086	DrugBank	DB00816
CIDm00287180	CIDs00287180	DrugBank	DB00817
CIDm00004943	CIDs00004943	DrugBank	DB00818
CIDm00001986	CIDs00001986	DrugBank	DB00819
CIDm00110635	CIDs00110635	DrugBank	DB00820
CIDm00002581	CIDs00002581	DrugBank	DB00821
CIDm00003117	CIDs00003117	DrugBank	DB00822
CIDm00003304	CIDs00009270	DrugBank	DB00823
CIDm00001676	CIDs00001676	DrugBank	DB00824
CIDm00001254	CIDs00016666	DrugBank	DB00825
CIDm00441382	CIDs05281099	DrugBank	DB00826
CIDm00002762	CIDs00002762	DrugBank	DB00827
CIDm00003417	CIDs00073491	DrugBank	DB00828
CIDm00003016	CIDs00003016	DrugBank	DB00829
CIDm00004762	CIDs00004762	DrugBank	DB00830
CIDm00005566	CIDs00005566	DrugBank	DB00831
CIDm00006839	CIDs00006839	DrugBank	DB00832
CIDm00002609	CIDs00051038	DrugBank	DB00833
CIDm00004196	CIDs00055245	DrugBank	DB00834
CIDm00006834	CIDs00006834	DrugBank	DB00835
CIDm00003954	CIDs00003954	DrugBank	DB00836
CIDm05361323	CIDs05361323	DrugBank	DB00837
CIDm00020969	CIDs05311052	DrugBank	DB00838
CIDm00005503	CIDs00005503	DrugBank	DB00839
CIDm00036811	CIDs00036811	DrugBank	DB00841
CIDm00004616	CIDs00004616	DrugBank	DB00842
CIDm00003152	CIDs00003152	DrugBank	DB00843
CIDm00004419	CIDs05311304	DrugBank	DB00844
CIDm00002794	CIDs00002794	DrugBank	DB00845
CIDm00003392	CIDs00015209	DrugBank	DB00846
CIDm00006058	CIDs00006058	DrugBank	DB00847
CIDm00003913	CIDs00026879	DrugBank	DB00848
CIDm00008271	CIDs00008271	DrugBank	DB00849
CIDm00004748	CIDs00004748	DrugBank	DB00850
CIDm05281007	CIDs05281007	DrugBank	DB00851
CIDm00005032	CIDs00007028	DrugBank	DB00852
CIDm00005394	CIDs00005394	DrugBank	DB00853
CIDm00003918	CIDs05359272	DrugBank	DB00854
CIDm00000137	CIDs00000137	DrugBank	DB00855
CIDm00007697	CIDs00007697	DrugBank	DB00856
CIDm00005402	CIDs01549007	DrugBank	DB00857
CIDm00003167	CIDs00006011	DrugBank	DB00858
CIDm00004727	CIDs00004727	DrugBank	DB00859
CIDm00004894	CIDs00005755	DrugBank	DB00860
CIDm00003059	CIDs00003059	DrugBank	DB00861
CIDm00110634	CIDs00110634	DrugBank	DB00862
CIDm00005039	CIDs03001055	DrugBank	DB00863
CIDm00005372	CIDs00445643	DrugBank	DB00864
CIDm00002341	CIDs05311017	DrugBank	DB00865
CIDm00002119	CIDs00002119	DrugBank	DB00866
CIDm00031728	CIDs00031728	DrugBank	DB00867
CIDm00007699	CIDs00007699	DrugBank	DB00868
CIDm00003154	CIDs05284549	DrugBank	DB00869
CIDm00005359	CIDs00005359	DrugBank	DB00870
CIDm00005403	CIDs00005403	DrugBank	DB00871
CIDm00151171	CIDs00151171	DrugBank	DB00872
CIDm09865442	CIDs09865442	DrugBank	DB00873
CIDm00003516	CIDs00003516	DrugBank	DB00874
CIDm25137855	CIDs25137855	DrugBank	DB00875
CIDm00060878	CIDs05281037	DrugBank	DB00876
CIDm00005040	CIDs05460439	DrugBank	DB00877
CIDm00002713	CIDs09552079	DrugBank	DB00878
CIDm00060877	CIDs00060877	DrugBank	DB00879
CIDm00002720	CIDs00002720	DrugBank	DB00880
CIDm00005005	CIDs00054891	DrugBank	DB00881
CIDm00002800	CIDs01548952	DrugBank	DB00882
CIDm00003780	CIDs00006883	DrugBank	DB00883
CIDm00005245	CIDs00005245	DrugBank	DB00884
CIDm00057697	CIDs00057697	DrugBank	DB00885
CIDm00126046	CIDs00126046	DrugBank	DB00886
CIDm00002471	CIDs00002471	DrugBank	DB00887
CIDm00004033	CIDs00004033	DrugBank	DB00888
CIDm00003510	CIDs00003510	DrugBank	DB00889
CIDm00003049	CIDs00667476	DrugBank	DB00890
CIDm00005336	CIDs00005336	DrugBank	DB00891
CIDm00004633	CIDs00004633	DrugBank	DB00892
CIDm00005407	CIDs00013769	DrugBank	DB00894
CIDm45266800	CIDs45266800	DrugBank	DB00895
CIDm00039507	CIDs00039507	DrugBank	DB00896
CIDm00005556	CIDs00005556	DrugBank	DB00897
CIDm00000702	CIDs00000702	DrugBank	DB00898
CIDm00060814	CIDs00060814	DrugBank	DB00899
CIDm00003043	CIDs00050599	DrugBank	DB00900
CIDm00035329	CIDs00035329	DrugBank	DB00901
CIDm00014676	CIDs00014676	DrugBank	DB00902
CIDm00003278	CIDs00003278	DrugBank	DB00903
CIDm00004595	CIDs00004595	DrugBank	DB00904
CIDm00127909	CIDs05311027	DrugBank	DB00905
CIDm00005466	CIDs00060648	DrugBank	DB00906
CIDm00002826	CIDs00446220	DrugBank	DB00907
CIDm00001065	CIDs00441074	DrugBank	DB00908
CIDm00005734	CIDs00005734	DrugBank	DB00909
CIDm00077996	CIDs05281104	DrugBank	DB00910
CIDm00005479	CIDs00005479	DrugBank	DB00911
CIDm00004547	CIDs00065981	DrugBank	DB00912
CIDm00008944	CIDs00008944	DrugBank	DB00913
CIDm00008249	CIDs00008249	DrugBank	DB00914
CIDm00002130	CIDs00002130	DrugBank	DB00915
CIDm00004173	CIDs00004173	DrugBank	DB00916
CIDm00000158	CIDs05280360	DrugBank	DB00917
CIDm00123606	CIDs00123606	DrugBank	DB00918
CIDm00002021	CIDs00015541	DrugBank	DB00919
CIDm00003827	CIDs00003827	DrugBank	DB00920
CIDm00002476	CIDs00644073	DrugBank	DB00921
CIDm00060867	CIDs03033825	DrugBank	DB00922
CIDm00043507	CIDs00043507	DrugBank	DB00923
CIDm00002895	CIDs00002895	DrugBank	DB00924
CIDm00004768	CIDs00004768	DrugBank	DB00925
CIDm00003312	CIDs00003312	DrugBank	DB00926
CIDm00003325	CIDs00003325	DrugBank	DB00927
CIDm00001805	CIDs00009444	DrugBank	DB00928
CIDm00042955	CIDs05282381	DrugBank	DB00929
CIDm70789199	CIDs70789199	DrugBank	DB00931
CIDm00163296	CIDs00163296	DrugBank	DB00932
CIDm00004078	CIDs00004078	DrugBank	DB00933
CIDm00004011	CIDs00004011	DrugBank	DB00934
CIDm00004636	CIDs00004636	DrugBank	DB00935
CIDm00000338	CIDs00000338	DrugBank	DB00936
CIDm00007029	CIDs00007029	DrugBank	DB00937
CIDm00005152	CIDs00005152	DrugBank	DB00938
CIDm00004036	CIDs00004036	DrugBank	DB00939
CIDm00004097	CIDs00004097	DrugBank	DB00940
CIDm73425376	CIDs73425376	DrugBank	DB00941
CIDm00002911	CIDs00002911	DrugBank	DB00942
CIDm00005718	CIDs00024066	DrugBank	DB00943
CIDm00005965	CIDs00005965	DrugBank	DB00944
CIDm00002244	CIDs00002244	DrugBank	DB00945
CIDm40468198	CIDs54680692	DrugBank	DB00946
CIDm00104741	CIDs17756771	DrugBank	DB00947
CIDm00040027	CIDs00656511	DrugBank	DB00948
CIDm00003331	CIDs00003331	DrugBank	DB00949
CIDm00003348	CIDs00003348	DrugBank	DB00950
CIDm00003767	CIDs00003767	DrugBank	DB00951
CIDm00004440	CIDs00004440	DrugBank	DB00952
CIDm00005078	CIDs00005078	DrugBank	DB00953
CIDm00462481	CIDs70789200	DrugBank	DB00954
CIDm06857423	CIDs06857423	DrugBank	DB00955
CIDm00022258	CIDs05284569	DrugBank	DB00956
CIDm00037083	CIDs06540478	DrugBank	DB00957
CIDm00004609	CIDs00023939	DrugBank	DB00958
CIDm00004159	CIDs00006741	DrugBank	DB00959
CIDm00004828	CIDs00004828	DrugBank	DB00960
CIDm00004062	CIDs00004062	DrugBank	DB00961
CIDm00005719	CIDs00005719	DrugBank	DB00962
CIDm00060726	CIDs00060726	DrugBank	DB00963
CIDm00002216	CIDs00002216	DrugBank	DB00964
CIDm00065999	CIDs00065999	DrugBank	DB00966
CIDm00124087	CIDs00124087	DrugBank	DB00967
CIDm00004138	CIDs00038852	DrugBank	DB00968
CIDm00002099	CIDs00002099	DrugBank	DB00969
CIDm00002019	CIDs00457193	DrugBank	DB00970
CIDm00024011	CIDs00024011	DrugBank	DB00971
CIDm00002267	CIDs00002267	DrugBank	DB00972
CIDm00150311	CIDs00150311	DrugBank	DB00973
CIDm00006049	CIDs00006049	DrugBank	DB00974
CIDm00003108	CIDs00003108	DrugBank	DB00975
CIDm00073658	CIDs70789201	DrugBank	DB00976
CIDm00003285	CIDs00005991	DrugBank	DB00977
CIDm00003948	CIDs00003948	DrugBank	DB00978
CIDm00002905	CIDs00002905	DrugBank	DB00979
CIDm00208902	CIDs00208902	DrugBank	DB00980
CIDm00004811	CIDs00005983	DrugBank	DB00981
CIDm00005538	CIDs05282379	DrugBank	DB00982
CIDm00003410	CIDs00003410	DrugBank	DB00983
CIDm00004435	CIDs00229455	DrugBank	DB00984
CIDm00010660	CIDs00010660	DrugBank	DB00985
CIDm00003494	CIDs00003494	DrugBank	DB00986
CIDm00000596	CIDs00006252	DrugBank	DB00987
CIDm00000681	CIDs00000681	DrugBank	DB00988
CIDm00005077	CIDs00077990	DrugBank	DB00989
CIDm00060198	CIDs00060198	DrugBank	DB00990
CIDm00004614	CIDs00004614	DrugBank	DB00991
CIDm00157921	CIDs00157921	DrugBank	DB00992
CIDm00002265	CIDs00002265	DrugBank	DB00993
CIDm00004454	CIDs00008378	DrugBank	DB00994
CIDm00003446	CIDs00003446	DrugBank	DB00996
CIDm00001690	CIDs00031703	DrugBank	DB00997
CIDm00077992	CIDs00077992	DrugBank	DB00998
CIDm00003639	CIDs00003639	DrugBank	DB00999
CIDm00002748	CIDs00019003	DrugBank	DB01000
CIDm00002083	CIDs00002083	DrugBank	DB01001
CIDm00002474	CIDs00092253	DrugBank	DB01002
CIDm00002881	CIDs00002881	DrugBank	DB01003
CIDm00003454	CIDs00003454	DrugBank	DB01004
CIDm00003657	CIDs00003657	DrugBank	DB01005
CIDm00003902	CIDs00003902	DrugBank	DB01006
CIDm00005482	CIDs00005482	DrugBank	DB01007
CIDm00002478	CIDs00002478	DrugBank	DB01008
CIDm00003825	CIDs00003825	DrugBank	DB01009
CIDm00003202	CIDs00003202	DrugBank	DB01010
CIDm00004174	CIDs00004174	DrugBank	DB01011
CIDm00156418	CIDs00156418	DrugBank	DB01012
CIDm00002791	CIDs00032798	DrugBank	DB01013
CIDm00000923	CIDs06335412	DrugBank	DB01014
CIDm00005329	CIDs00005329	DrugBank	DB01015
CIDm00003488	CIDs00003488	DrugBank	DB01016
CIDm26275995	CIDs26275995	DrugBank	DB01017
CIDm00003519	CIDs00003519	DrugBank	DB01018
CIDm00002370	CIDs00002370	DrugBank	DB01019
CIDm00027661	CIDs00027661	DrugBank	DB01020
CIDm00005560	CIDs00005560	DrugBank	DB01021
CIDm00004812	CIDs05284607	DrugBank	DB01022
CIDm00003333	CIDs00003333	DrugBank	DB01023
CIDm00004272	CIDs00446541	DrugBank	DB01024
CIDm00002161	CIDs00002161	DrugBank	DB01025
CIDm00003823	CIDs00003823	DrugBank	DB01026
CIDm00004116	CIDs00004116	DrugBank	DB01028
CIDm00003749	CIDs00003749	DrugBank	DB01029
CIDm00005515	CIDs00060699	DrugBank	DB01030
CIDm00003284	CIDs00003284	DrugBank	DB01031
CIDm00004911	CIDs00004911	DrugBank	DB01032
CIDm00667490	CIDs00667490	DrugBank	DB01033
CIDm00028517	CIDs00028517	DrugBank	DB01034
CIDm00004913	CIDs00004913	DrugBank	DB01035
CIDm00005512	CIDs00443878	DrugBank	DB01036
CIDm00005195	CIDs00005195	DrugBank	DB01037
CIDm25137957	CIDs25137957	DrugBank	DB01038
CIDm00003339	CIDs00003339	DrugBank	DB01039
CIDm05357474	CIDs16051924	DrugBank	DB01040
CIDm00005426	CIDs00005426	DrugBank	DB01041
CIDm00004053	CIDs00460612	DrugBank	DB01042
CIDm00004054	CIDs00004054	DrugBank	DB01043
CIDm00005379	CIDs00005379	DrugBank	DB01044
CIDm05381226	CIDs05381226	DrugBank	DB01045
CIDm00157920	CIDs00656719	DrugBank	DB01046
CIDm00003382	CIDs00009642	DrugBank	DB01047
CIDm00001971	CIDs00441300	DrugBank	DB01048
CIDm00003672	CIDs00003672	DrugBank	DB01050
CIDm00004545	CIDs15940185	DrugBank	DB01051
CIDm00002349	CIDs00005904	DrugBank	DB01053
CIDm00004507	CIDs00004507	DrugBank	DB01054
CIDm00003862	CIDs00440473	DrugBank	DB01055
CIDm00038945	CIDs00038945	DrugBank	DB01056
CIDm00010547	CIDs00010547	DrugBank	DB01057
CIDm00004891	CIDs00004891	DrugBank	DB01058
CIDm00004539	CIDs00004539	DrugBank	DB01059
CIDm00002171	CIDs00033613	DrugBank	DB01060
CIDm00002270	CIDs06479523	DrugBank	DB01061
CIDm00004634	CIDs00004634	DrugBank	DB01062
CIDm00017676	CIDs00017676	DrugBank	DB01063
CIDm00003779	CIDs00003779	DrugBank	DB01064
CIDm00000896	CIDs00000896	DrugBank	DB01065
CIDm03086506	CIDs09870843	DrugBank	DB01066
CIDm00003478	CIDs00003478	DrugBank	DB01067
CIDm00002802	CIDs00002802	DrugBank	DB01068
CIDm00004927	CIDs00004927	DrugBank	DB01069
CIDm00003070	CIDs05311071	DrugBank	DB01070
CIDm00004066	CIDs00004066	DrugBank	DB01071
CIDm00148192	CIDs00148192	DrugBank	DB01072
CIDm00003368	CIDs00030751	DrugBank	DB01073
CIDm00004746	CIDs00004746	DrugBank	DB01074
CIDm00003100	CIDs00003100	DrugBank	DB01075
CIDm00002250	CIDs00002250	DrugBank	DB01076
CIDm00003305	CIDs00003305	DrugBank	DB01077
CIDm00002996	CIDs00028620	DrugBank	DB01078
CIDm05487301	CIDs05487301	DrugBank	DB01079
CIDm00005665	CIDs00005665	DrugBank	DB01080
CIDm00013505	CIDs00013505	DrugBank	DB01081
CIDm00005297	CIDs00019648	DrugBank	DB01082
CIDm00004599	CIDs03034010	DrugBank	DB01083
CIDm00003219	CIDs00003219	DrugBank	DB01084
CIDm00004819	CIDs00005909	DrugBank	DB01085
CIDm00002337	CIDs00002337	DrugBank	DB01086
CIDm00004908	CIDs00004908	DrugBank	DB01087
CIDm00195365	CIDs06443959	DrugBank	DB01088
CIDm00008550	CIDs00008550	DrugBank	DB01089
CIDm00005849	CIDs00005849	DrugBank	DB01090
CIDm00002484	CIDs00002484	DrugBank	DB01091
CIDm00004605	CIDs00439501	DrugBank	DB01092
CIDm00000679	CIDs00000679	DrugBank	DB01093
CIDm00003593	CIDs00072281	DrugBank	DB01094
CIDm00003403	CIDs00446155	DrugBank	DB01095
CIDm00004612	CIDs00004612	DrugBank	DB01096
CIDm00003899	CIDs00003899	DrugBank	DB01097
CIDm00129806	CIDs00446157	DrugBank	DB01098
CIDm00003366	CIDs00003366	DrugBank	DB01099
CIDm00016362	CIDs00016362	DrugBank	DB01100
CIDm00060953	CIDs00060953	DrugBank	DB01101
CIDm00060789	CIDs00060789	DrugBank	DB01102
CIDm00000237	CIDs00000237	DrugBank	DB01103
CIDm00005203	CIDs00063009	DrugBank	DB01104
CIDm00005210	CIDs00005210	DrugBank	DB01105
CIDm00003915	CIDs00054384	DrugBank	DB01106
CIDm00004162	CIDs00004162	DrugBank	DB01107
CIDm00535161	CIDs00656583	DrugBank	DB01108
CIDm00004189	CIDs00004189	DrugBank	DB01110
CIDm00216258	CIDs00216258	DrugBank	DB01111
CIDm00002658	CIDs05479529	DrugBank	DB01112
CIDm00004680	CIDs00004680	DrugBank	DB01113
CIDm00002725	CIDs00002725	DrugBank	DB01114
CIDm00004485	CIDs00004485	DrugBank	DB01115
CIDm00023576	CIDs00023576	DrugBank	DB01116
CIDm00074989	CIDs00074989	DrugBank	DB01117
CIDm00002156	CIDs00002156	DrugBank	DB01118
CIDm00003019	CIDs00003019	DrugBank	DB01119
CIDm00003475	CIDs00667431	DrugBank	DB01120
CIDm00004753	CIDs00004753	DrugBank	DB01121
CIDm00002131	CIDs00002131	DrugBank	DB01122
CIDm00007099	CIDs00007099	DrugBank	DB01123
CIDm00005505	CIDs00005505	DrugBank	DB01124
CIDm00002197	CIDs00002197	DrugBank	DB01125
CIDm00152945	CIDs06918296	DrugBank	DB01126
CIDm00003198	CIDs00003198	DrugBank	DB01127
CIDm00002375	CIDs00002375	DrugBank	DB01128
CIDm00005029	CIDs00005029	DrugBank	DB01129
CIDm00052421	CIDs00052421	DrugBank	DB01130
CIDm00004923	CIDs00004923	DrugBank	DB01131
CIDm00004829	CIDs00004829	DrugBank	DB01132
CIDm00060936	CIDs00060936	DrugBank	DB01133
CIDm00013126	CIDs00013126	DrugBank	DB01134
CIDm00060168	CIDs00060168	DrugBank	DB01135
CIDm00002585	CIDs00002585	DrugBank	DB01136
CIDm00004583	CIDs00149096	DrugBank	DB01137
CIDm00005342	CIDs00005342	DrugBank	DB01138
CIDm00002616	CIDs00030699	DrugBank	DB01139
CIDm00002610	CIDs00047964	DrugBank	DB01140
CIDm00477468	CIDs00477468	DrugBank	DB01141
CIDm00003158	CIDs00667468	DrugBank	DB01142
CIDm00002141	CIDs00002141	DrugBank	DB01143
CIDm00003038	CIDs00003038	DrugBank	DB01144
CIDm00005351	CIDs00005351	DrugBank	DB01145
CIDm00003103	CIDs00003103	DrugBank	DB01146
CIDm00002813	CIDs00006098	DrugBank	DB01147
